8.503300000000000409e+02,1.225744632049806104e-01
8.506699999999999591e+02,3.090295432513591797e+12
8.510000000000000000e+02,1.029674600703833320e+00
8.513300000000000409e+02,6.546361740672733398e+12
8.516699999999999591e+02,1.909853258566237832e-01
8.520000000000000000e+02,4.621681360922446080e-01
8.523300000000000409e+02,4.383287934192465762e-01
8.526699999999999591e+02,3.013699874341146390e-01
8.530000000000000000e+02,9.191788016944912876e-01
8.533400000000000318e+02,1.345860354055948005e-01
8.536699999999999591e+02,1.096478196143187277e-14
8.540000000000000000e+02,4.752257885621897771e-01
8.543400000000000318e+02,9.084478470267751127e-02
8.546699999999999591e+02,2.540387692316677382e-01
8.550000000000000000e+02,1.702550490002503192e-01
8.553400000000000318e+02,6.864359179269948763e-01
8.556699999999999591e+02,2.661337784924614480e-01
8.560000000000000000e+02,1.255162628535087810e-01
8.563400000000000318e+02,1.302566786136689359e-01
8.566699999999999591e+02,1.470957076796977070e-01
8.570000000000000000e+02,3.888660243312299647e-01
8.573400000000000318e+02,6.061777620466953787e-01
8.576699999999999591e+02,1.865949990502248634e-01
8.580099999999999909e+02,4.188900070027827827e-01
8.583400000000000318e+02,1.537446456991687915e-01
8.586699999999999591e+02,4.119077848677376030e-01
8.590099999999999909e+02,4.779692969796100477e-01
8.593400000000000318e+02,2.436688423459584252e-01
8.596699999999999591e+02,1.083677359357936576e-01
8.600099999999999909e+02,1.875858173799283268e-01
8.603400000000000318e+02,1.814679779396928538e-01
8.606699999999999591e+02,2.715188590327264895e-01
8.610099999999999909e+02,2.145359115815708984e-01
8.613400000000000318e+02,3.550585703126238890e-01
8.616699999999999591e+02,1.734203266843866720e-01
8.620099999999999909e+02,1.563867664511410516e-01
8.623400000000000318e+02,3.677053933782147704e-02
8.626799999999999500e+02,2.113489039836646544e-01
8.630099999999999909e+02,6.129146470875525277e-02
8.633400000000000318e+02,4.619553487999653041e-01
8.636799999999999500e+02,3.768773174453474151e-01
8.640099999999999909e+02,1.488675359492364070e-01
8.643400000000000318e+02,3.446672348717892964e-01
8.646799999999999500e+02,1.943569163647692610e-01
8.650099999999999909e+02,1.170038089423047489e-01
8.653400000000000318e+02,1.287063576253332786e-01
8.656799999999999500e+02,1.737400731385767283e-01
8.660099999999999909e+02,1.515304803698702130e-01
8.663400000000000318e+02,1.163322157317535216e-01
8.666799999999999500e+02,9.484184633008968524e-02
8.670099999999999909e+02,1.207535757709669588e-01
8.673400000000000318e+02,1.689273619638028134e-01
8.676799999999999500e+02,1.676486266073897169e-01
8.680099999999999909e+02,8.371436744351555548e-02
8.683500000000000227e+02,1.358000719363215703e-01
8.686799999999999500e+02,9.541134102819799623e-02
8.690099999999999909e+02,1.083677359357936576e-01
8.693500000000000227e+02,9.153770083623520570e-02
8.696799999999999500e+02,8.446951488445783585e-02
8.700099999999999909e+02,1.032999235243230174e-01
8.703500000000000227e+02,6.534313996495985655e-02
8.706799999999999500e+02,1.262408761467048446e-01
8.710099999999999909e+02,9.503859340116760368e-02
8.713500000000000227e+02,5.926523352402153499e-02
8.716799999999999500e+02,4.229606842665389888e-02
8.720099999999999909e+02,1.108664138979956471e-01
8.723500000000000227e+02,4.177341687248777718e-02
8.726799999999999500e+02,1.297477991939387787e-01
8.730199999999999818e+02,7.375644909068816701e-02
8.733500000000000227e+02,8.033411247579730352e-02
8.736799999999999500e+02,4.421809210742687346e-02
8.740199999999999818e+02,7.353599954754000412e-02
8.743500000000000227e+02,7.771413187936794531e-02
8.746799999999999500e+02,5.772979296482345229e-02
8.750199999999999818e+02,3.950936047894298975e-02
8.753500000000000227e+02,4.147629932299210648e-02
8.756799999999999500e+02,3.550585703126238335e-02
8.760199999999999818e+02,9.772372209558106981e-02
8.763500000000000227e+02,2.213094709605637617e-02
8.766799999999999500e+02,7.097411730944609698e-02
8.770199999999999818e+02,2.483133105295570395e-02
8.773500000000000227e+02,3.944573020752785082e-15
8.776900000000000546e+02,1.715931710120994352e-02
8.780199999999999818e+02,4.025316189742118161e-02
8.783500000000000227e+02,7.296254933925087720e-03
8.786900000000000546e+02,1.430210624736563685e-02
8.790199999999999818e+02,5.073410460372979047e-02
8.793500000000000227e+02,3.093143010948961810e-02
8.796900000000000546e+02,3.389221868727554376e-02
8.800199999999999818e+02,7.179595885446751931e-03
8.803500000000000227e+02,2.247501550421255462e-02
8.806900000000000546e+02,3.427677865464504677e-15
8.810199999999999818e+02,3.484175319018589095e-02
8.813500000000000227e+02,8.361804317558860222e-02
8.816900000000000546e+02,2.068711839599833915e-02
8.820199999999999818e+02,3.589219346450064881e-15
8.823500000000000227e+02,5.066406124332974333e-03
8.826900000000000546e+02,3.334264127632347110e-15
8.830199999999999818e+02,4.680583528968203753e-03
8.833600000000000136e+02,3.881503659906470082e-15
8.836900000000000546e+02,3.169567463043486916e-15
8.840199999999999818e+02,3.531831697919555409e-15
8.843600000000000136e+02,2.787404520323771753e-03
8.846900000000000546e+02,2.860223693954280430e-02
8.850199999999999818e+02,2.995021883751126240e-02
8.853600000000000136e+02,1.225744632049806035e-02
8.856900000000000546e+02,2.798981319634357187e-15
8.860199999999999818e+02,3.250872973854347331e-15
8.863600000000000136e+02,3.863669770540689178e-15
8.866900000000000546e+02,5.060576565132442889e-02
8.870199999999999818e+02,1.399909626568342398e-02
8.873600000000000136e+02,2.870780582024689154e-03
8.876900000000000546e+02,1.009252886076684444e-03
8.880299999999999727e+02,4.102041029866067799e-03
8.883600000000000136e+02,4.819477976251274054e-02
8.886900000000000546e+02,8.689604292863019330e-02
8.890299999999999727e+02,7.828886556130138646e-03
8.893600000000000136e+02,5.635078884001394617e-02
8.896900000000000546e+02,2.872102929797834547e-02
8.900299999999999727e+02,5.833107765394220795e-02
8.903600000000000136e+02,6.562963667292198711e-02
8.906900000000000546e+02,3.718775833249356177e-02
8.910299999999999727e+02,7.123607787355012988e-02
8.913600000000000136e+02,2.997091486307043584e-02
8.916900000000000546e+02,8.085371885255467073e-02
8.920299999999999727e+02,8.092822218443736226e-02
8.923600000000000136e+02,8.115214434347241268e-02
8.927000000000000455e+02,7.575302849884081591e-02
8.930299999999999727e+02,7.990979195810984925e-02
8.933600000000000136e+02,9.343293682573139414e-02
8.937000000000000455e+02,1.268235775555588696e-01
8.940299999999999727e+02,1.522299132880419459e-01
8.943600000000000136e+02,1.678417503712765213e-01
8.947000000000000455e+02,1.631548543915208593e-01
8.950299999999999727e+02,1.444774274380102030e-01
8.953600000000000136e+02,1.348341805246082159e-01
8.957000000000000455e+02,1.902830044319968050e-01
8.960299999999999727e+02,1.895832656947112060e-01
8.963600000000000136e+02,1.728223872949766482e-01
8.967000000000000455e+02,1.948498159922712469e-01
8.970299999999999727e+02,1.810089295270756737e-01
8.973600000000000136e+02,2.349632820848307213e-01
8.977000000000000455e+02,3.009539168873202053e-01
8.980299999999999727e+02,2.386711908339972932e-01
8.983700000000000045e+02,2.677934806259706368e-01
8.987000000000000455e+02,2.970297844017863453e-01
8.990299999999999727e+02,3.177605657161287622e-01
8.993700000000000045e+02,2.832696200280899745e-01
8.997000000000000455e+02,3.228494121712635612e-01
9.000299999999999727e+02,2.910046977837713045e-01
9.003700000000000045e+02,3.092430870441563173e-01
9.007000000000000455e+02,3.456209025701261761e-01
9.010299999999999727e+02,2.698982073472015464e-01
9.013700000000000045e+02,3.899419866765434506e-01
9.017000000000000455e+02,3.941849147142968968e-01
9.020299999999999727e+02,5.122712702645388916e-01
9.023700000000000045e+02,4.838380286511588801e-01
9.027000000000000455e+02,4.716284552998378787e-01
9.030399999999999636e+02,5.172494052829935685e-01
9.033700000000000045e+02,5.657180034775733946e-01
9.037000000000000455e+02,5.189195108067297113e-01
9.040399999999999636e+02,6.131969697156826049e-01
9.043700000000000045e+02,4.854002548344869550e-01
9.047000000000000455e+02,5.796955946535210513e-01
9.050399999999999636e+02,6.105201468341020510e-01
9.053700000000000045e+02,6.919902892284818252e-01
9.057000000000000455e+02,5.506808828468292560e-01
9.060399999999999636e+02,6.148936385126264614e-01
9.063700000000000045e+02,5.722687092228431194e-01
9.067000000000000455e+02,6.373823014383467322e-01
9.070399999999999636e+02,6.014506519775484339e-01
9.073700000000000045e+02,7.110497695423425579e-01
9.077100000000000364e+02,6.806126238014957863e-01
9.080399999999999636e+02,7.029104501361859159e-01
9.083700000000000045e+02,7.382441258430448849e-01
9.087100000000000364e+02,8.020473348006654790e-01
9.090399999999999636e+02,8.851156098308354814e-01
9.093700000000000045e+02,8.083510373900677504e-01
9.097100000000000364e+02,8.300418697157010417e-01
9.100399999999999636e+02,8.122692266200639555e-01
9.103700000000000045e+02,8.873603107786678379e-01
9.107100000000000364e+02,8.976354589093787917e-01
9.110399999999999636e+02,8.398466611579145091e-01
9.113700000000000045e+02,8.003869518094971491e-01
9.117100000000000364e+02,8.657649506603731782e-01
9.120399999999999636e+02,8.287050779069827788e-01
9.123700000000000045e+02,8.871560120379609060e-01
9.127100000000000364e+02,8.669618757582165935e-01
9.130399999999999636e+02,1.019060574749251158e+00
9.133799999999999955e+02,9.412391869089666852e-01
9.137100000000000364e+02,1.096225751773109325e+00
9.140399999999999636e+02,9.908319448927676021e-01
9.143799999999999955e+02,1.015546935549698881e+00
9.147100000000000364e+02,1.052688794382502957e+00
9.150399999999999636e+02,1.010880921220912221e+00
9.153799999999999955e+02,1.111731727281591198e+00
9.157100000000000364e+02,1.107643491669743296e+00
9.160399999999999636e+02,1.112499949656445830e+00
9.163799999999999955e+02,9.896918638691029058e-01
9.167100000000000364e+02,1.036096007040484546e+00
9.170399999999999636e+02,1.118149824584219187e+00
9.173799999999999955e+02,1.154250310364671073e+00
9.177100000000000364e+02,1.217306665354474848e+00
9.180499999999999545e+02,1.188228596190000319e+00
9.183799999999999955e+02,1.276438808811343861e+00
9.187100000000000364e+02,1.217026402404052909e+00
9.190499999999999545e+02,1.126678482070995857e+00
9.193799999999999955e+02,1.125641250576109753e+00
9.197100000000000364e+02,1.125382091937632056e+00
9.200499999999999545e+02,1.093200948927630645e+00
9.203799999999999955e+02,1.040638765397505328e+00
9.207100000000000364e+02,1.109430241607832102e+00
9.210499999999999545e+02,1.050267677340710026e+00
9.213799999999999955e+02,1.151860803536677524e+00
9.217100000000000364e+02,1.144458370758712151e+00
9.220499999999999545e+02,1.226309238308738392e+00
9.223799999999999955e+02,1.195088314736272084e+00
9.227200000000000273e+02,1.217586992845256066e+00
