6.000000000000000000e+02	1.967189030362389950e-03
6.010000000000000000e+02	2.060503388189738588e-03
6.020000000000000000e+02	3.001438159156279671e-03
6.030000000000000000e+02	2.860663507109005013e-04
6.040000000000000000e+02	8.185794920037628691e-04
6.050000000000000000e+02	3.711484593837535706e-03
6.060000000000000000e+02	2.345403899721448414e-04
6.070000000000000000e+02	3.237280296022201909e-03
6.080000000000000000e+02	2.888121546961326062e-03
6.090000000000000000e+02	6.965846994535518919e-05
6.100000000000000000e+02	3.991433724075743768e-03
6.110000000000000000e+02	1.749329758713136576e-03
6.120000000000000000e+02	3.194321206743567110e-03
6.130000000000000000e+02	3.317941952506596199e-03
6.140000000000000000e+02	1.718777292576419147e-03
6.150000000000000000e+02	2.309296264118158078e-03
6.160000000000000000e+02	1.072255574614065137e-03
6.170000000000000000e+02	1.729787234042553124e-03
6.180000000000000000e+02	2.686016949152542424e-03
6.190000000000000000e+02	4.893812709030099378e-03
6.200000000000000000e+02	3.716306156405989672e-03
6.210000000000000000e+02	1.709331131296449105e-03
6.220000000000000000e+02	1.737100737100737320e-03
6.230000000000000000e+02	1.890827922077922135e-03
6.240000000000000000e+02	9.972154963680387660e-04
6.250000000000000000e+02	1.676258992805755273e-03
6.260000000000000000e+02	3.372019077901430503e-03
6.270000000000000000e+02	4.568503937007873869e-03
6.280000000000000000e+02	4.840109460516027647e-03
6.290000000000000000e+02	3.647990726429675354e-03
6.300000000000000000e+02	5.363566487317447846e-03
6.310000000000000000e+02	2.132723112128146609e-03
6.320000000000000000e+02	2.739031770045385807e-03
6.330000000000000000e+02	1.711870773854244892e-03
6.340000000000000000e+02	1.150149031296572154e-03
6.350000000000000000e+02	1.413525498891352603e-03
6.360000000000000000e+02	2.268667642752562365e-03
6.370000000000000000e+02	4.155523255813953730e-03
6.380000000000000000e+02	5.783549783549783892e-03
6.390000000000000000e+02	7.398068669527898232e-03
6.400000000000000000e+02	9.605953224663357770e-03
6.410000000000000000e+02	9.961646727656578437e-03
6.420000000000000000e+02	7.733752620545072780e-03
6.430000000000000000e+02	6.463296398891966651e-03
6.440000000000000000e+02	7.245185694635489226e-03
6.450000000000000000e+02	7.680981595092023322e-03
6.460000000000000000e+02	1.081867388362652178e-02
6.470000000000000000e+02	1.183680322364002828e-02
6.480000000000000000e+02	1.348000000000000066e-02
6.490000000000000000e+02	1.381031064111037585e-02
6.500000000000000000e+02	1.494102228047182110e-02
6.510000000000000000e+02	1.447334200260078085e-02
6.520000000000000000e+02	1.410058027079303528e-02
6.530000000000000000e+02	1.379078694817658345e-02
6.540000000000000000e+02	1.236525047558655749e-02
6.550000000000000000e+02	1.075204531151667878e-02
6.560000000000000000e+02	9.385527136618838917e-03
6.570000000000000000e+02	8.731412639405203291e-03
6.580000000000000000e+02	7.486179361179361516e-03
6.590000000000000000e+02	7.925045703839122754e-03
6.600000000000000000e+02	7.469147005444646235e-03
6.610000000000000000e+02	7.780180180180180927e-03
6.620000000000000000e+02	7.168157423971377624e-03
6.630000000000000000e+02	5.877587226493199285e-03
6.640000000000000000e+02	5.027549824150058175e-03
6.650000000000000000e+02	3.929651162790696872e-03
6.660000000000000000e+02	2.862218370883881906e-03
6.670000000000000000e+02	2.958762886597938492e-03
6.680000000000000000e+02	3.605113636363636333e-03
6.690000000000000000e+02	4.246192893401014821e-03
6.700000000000000000e+02	6.579050279329609272e-03
6.710000000000000000e+02	7.885214007782101117e-03
6.720000000000000000e+02	8.849752339020364525e-03
6.730000000000000000e+02	8.914707490431930323e-03
6.740000000000000000e+02	7.673170731707317990e-03
6.750000000000000000e+02	4.889935414424111983e-03
6.760000000000000000e+02	3.006413682522714875e-03
6.770000000000000000e+02	2.132165605095541483e-03
6.780000000000000000e+02	1.965489989462592107e-03
6.790000000000000000e+02	4.546335078534031256e-04
6.800000000000000000e+02	2.516606123508043427e-03
6.810000000000000000e+02	2.775425916365514053e-03
6.820000000000000000e+02	4.794464377242440428e-03
6.830000000000000000e+02	8.751271617497457384e-03
6.840000000000000000e+02	1.422727272727272729e-02
6.850000000000000000e+02	2.005516549648946739e-02
6.860000000000000000e+02	2.249626679940268728e-02
6.870000000000000000e+02	2.137240356083085907e-02
6.880000000000000000e+02	1.833906633906633860e-02
6.890000000000000000e+02	1.600975609756097665e-02
6.900000000000000000e+02	1.558083252662148879e-02
6.910000000000000000e+02	2.051608257321171219e-02
6.920000000000000000e+02	2.496663489037177774e-02
6.930000000000000000e+02	2.428436018957345899e-02
6.940000000000000000e+02	2.297977422389463342e-02
6.950000000000000000e+02	1.758644859813084105e-02
6.960000000000000000e+02	9.605568445475637374e-03
6.970000000000000000e+02	6.624193548387096592e-03
6.980000000000000000e+02	6.199679780420859487e-03
6.990000000000000000e+02	7.575068243858054315e-03
7.000000000000000000e+02	1.094979647218453228e-02
7.010000000000000000e+02	1.809973045822102500e-02
7.020000000000000000e+02	2.514075067024128599e-02
7.030000000000000000e+02	2.744340878828228913e-02
7.040000000000000000e+02	2.637566137566137864e-02
7.050000000000000000e+02	2.256898817345597691e-02
7.060000000000000000e+02	1.422289943404440697e-02
7.070000000000000000e+02	9.855103806228374466e-03
7.080000000000000000e+02	9.095401804899011511e-03
7.090000000000000000e+02	1.155863539445628994e-02
