4.041799e+00	0.000000e+00
4.483690e+00	0.000000e+00
4.871742e+00	0.000000e+00
5.404371e+00	0.000000e+00
6.582044e+00	0.000000e+00
8.184433e+00	0.000000e+00
1.060818e+01	0.000000e+00
1.201472e+01	0.000000e+00
1.541203e+01	0.000000e+00
2.060774e+01	0.000000e+00
2.784241e+01	0.000000e+00
3.321316e+01	0.000000e+00
3.840645e+01	1.926782e-03
4.349966e+01	3.853565e-03
4.876072e+01	7.707129e-03
5.353769e+01	1.541426e-02
5.878500e+01	2.697495e-02
6.256966e+01	4.046243e-02
6.591188e+01	5.587669e-02
6.871732e+01	7.321773e-02
7.090692e+01	9.633911e-02
7.241397e+01	1.233141e-01
7.395453e+01	1.522158e-01
7.552937e+01	1.830443e-01
7.713620e+01	2.119461e-01
7.795785e+01	2.331407e-01
7.879297e+01	2.601156e-01
7.881030e+01	2.813102e-01
7.883551e+01	3.121387e-01
7.968960e+01	3.506744e-01
8.055777e+01	3.949904e-01
8.143051e+01	4.335260e-01
8.146959e+01	4.797688e-01
8.151520e+01	5.337187e-01
8.239338e+01	5.664740e-01
8.244445e+01	6.262042e-01
8.333930e+01	6.666667e-01
8.424386e+01	7.071291e-01
8.515824e+01	7.475915e-01
8.519060e+01	7.842004e-01
8.700645e+01	8.169557e-01
8.885212e+01	8.400771e-01
9.073331e+01	8.593449e-01
9.362257e+01	8.805395e-01
9.862745e+01	8.998073e-01
1.049772e+02	9.132948e-01
1.105781e+02	9.229287e-01
1.152731e+02	9.306358e-01
1.278759e+02	9.306358e-01
1.448282e+02	9.287091e-01
1.674705e+02	9.287091e-01
1.916500e+02	9.267823e-01
2.216124e+02	9.267823e-01
2.643558e+02	9.248555e-01
3.186386e+02	9.248555e-01
3.840678e+02	9.248555e-01
4.534248e+02	9.248555e-01
5.188905e+02	9.229287e-01
5.937845e+02	9.171484e-01
6.865475e+02	9.075145e-01
7.458621e+02	8.940270e-01
7.773598e+02	8.805395e-01
8.186705e+02	8.709056e-01
8.358197e+02	8.689788e-01
8.804306e+02	8.805395e-01
9.084301e+02	8.978805e-01
9.373201e+02	9.152216e-01
9.772547e+02	9.364162e-01
1.062046e+03	9.556840e-01
1.190566e+03	9.653179e-01
1.376809e+03	9.730250e-01
1.575719e+03	9.788054e-01
1.860308e+03	9.807322e-01
2.265690e+03	9.807322e-01
2.702792e+03	9.826590e-01
3.257783e+03	9.826590e-01
3.926893e+03	9.865125e-01
4.985274e+03	9.865125e-01
6.328911e+03	9.865125e-01
7.788600e+03	9.884393e-01
9.100195e+03	9.884393e-01
1.074356e+04	9.884393e-01
1.349839e+04	9.884393e-01
1.644017e+04	9.903661e-01
2.044210e+04	9.884393e-01
2.790667e+04	9.884393e-01
3.095895e+04	9.922929e-01
