Delay (fs)      Parallel component      Perpendicular component
0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.225371829602437401e+00	1.490121785276326216e+00	3.687114281645789606e-04
6.450743659204874803e+00	2.640479405566870330e+00	1.509786005908724405e-03
9.676115488807312204e+00	3.375219108350305586e+00	3.166782679196359675e-03
1.290148731840974961e+01	3.928906002464972236e+00	4.852210259408822578e-03
1.612685914801218701e+01	4.264506036690275614e+00	5.959250468928468242e-03
1.935223097761462441e+01	4.231607244028330328e+00	6.092522734572780596e-03
2.257760280721059942e+01	3.743503795613059904e+00	5.294898141380673801e-03
2.580297463681303682e+01	3.171196184187494715e+00	4.023343491829337211e-03
2.902834646641547423e+01	2.689970707210811440e+00	2.888562292299134884e-03
3.225371829601790807e+01	2.145641117945626508e+00	2.323672026154663221e-03
3.547909012562034547e+01	1.585823774212748560e+00	2.383631793894949551e-03
3.870446195522278288e+01	1.093180480959272227e+00	2.780641958126145626e-03
4.192983378482522028e+01	6.517935730307536923e-01	3.105266709573081471e-03
4.515520561442765768e+01	2.441953331138075334e-01	3.076707306221355270e-03
4.838057744403009508e+01	-1.756835716638378009e-01	2.671999937158745994e-03
5.160594927363253248e+01	-6.124570628000973738e-01	2.082764333621288551e-03
5.483132110323496988e+01	-1.066266879225160169e+00	1.560701894270647393e-03
5.805669293283740728e+01	-1.220826457525441056e+00	1.265076324656397647e-03
6.128206476243984469e+01	-1.285281854468378393e+00	1.197125417738192400e-03
6.450743659204228209e+01	-1.238191425756182795e+00	1.234935703969618215e-03
6.773280842163825355e+01	-1.083100408220937894e+00	1.223584538787626927e-03
7.095818025124069095e+01	-8.544252642127796449e-01	1.060876312665307800e-03
7.418355208084312835e+01	-4.976991398587500282e-01	7.414352288952960873e-04
7.740892391044556575e+01	-1.824065067643841631e-01	3.529307129478199186e-04
8.063429574004800315e+01	1.218244120987091172e-01	3.660593897453694412e-05
8.385966756965044056e+01	4.382333885827082165e-01	-7.101927566187068216e-05
8.708503939925287796e+01	6.860862696192726595e-01	1.028601137862088770e-04
9.031041122885531536e+01	8.791613231232796588e-01	5.286970392298368914e-04
9.353578305845775276e+01	9.099313703776870099e-01	1.075894759596502217e-03
9.676115488806019016e+01	9.091767451358168106e-01	1.559756586302158549e-03
9.998652671766262756e+01	8.822126366403404418e-01	1.816175663245616582e-03
1.032118985472650650e+02	7.639021334606456159e-01	1.767894024174608602e-03
1.064372703768675024e+02	6.103977616035450859e-01	1.448607978124542492e-03
1.096626422064699398e+02	4.135855725612043177e-01	9.754220060483192751e-04
1.128880140360659112e+02	2.218562882227341215e-01	4.901145984992625639e-04
1.161133858656683486e+02	3.980598226434738096e-02	1.044672357688323692e-04
1.193387576952707860e+02	-1.250105182283371974e-01	-1.245415249339537395e-04
1.225641295248732234e+02	-1.649026282691982703e-01	-1.880940011694732963e-04
1.257895013544756608e+02	-1.725790132236520724e-01	-1.055204867462512347e-04
1.290148731840781124e+02	-1.802553981781059300e-01	8.917490520030354529e-05
1.322402450136805498e+02	-1.823759754986319648e-01	3.480293348121555100e-04
1.354656168432829872e+02	-1.811594539765683798e-01	6.061857795583965383e-04
1.386909886728854246e+02	-1.746442028807714264e-01	7.885807207939452435e-04
1.419163605024878620e+02	-1.680906245749247407e-01	8.307175626734266457e-04
1.451417323320902995e+02	-1.598894481634227649e-01	7.049761259754060583e-04
1.483671041616927369e+02	-1.164114359003819016e-01	4.373896197654970029e-04
1.515924759912951743e+02	-6.048026138541278546e-02	1.039267583167187523e-04
1.548178478208911315e+02	8.220158584981096528e-03	-1.939967435377248158e-04
1.580432196504935689e+02	1.288379057929333049e-01	-3.651121516502293853e-04
1.612685914800960063e+02	2.394205614426881679e-01	-3.609489822144470788e-04
1.644939633096984437e+02	3.297309726715563771e-01	-1.931021867241324214e-04
1.677193351393008811e+02	3.697880705261443746e-01	7.163882190532066575e-05
1.709447069689033185e+02	3.850382043327013060e-01	3.371562426325970334e-04
1.741700787985057559e+02	3.629766610182206255e-01	5.153639314457883567e-04
1.773954506281081933e+02	3.203142423020094998e-01	5.596337325818609779e-04
1.806208224577106307e+02	2.527341460641154280e-01	4.791358465755183997e-04
1.838461942873130681e+02	1.105597558152399684e-01	3.272404021763741441e-04
1.870715661169155055e+02	-2.854871658060052775e-02	1.703801631472844514e-04
1.902969379465179429e+02	-1.614420384935219832e-01	5.451569636770453716e-05
1.935223097761203803e+02	-2.498817340612208282e-01	-1.257678127744079104e-05
1.967476816057228177e+02	-2.963770710915720197e-01	-5.486328451052699455e-05
1.999730534353188034e+02	-3.074078427487902943e-01	-1.038382142550026599e-04
2.031984252649212408e+02	-2.798016372057820500e-01	-1.729618889652628517e-04
2.064237970945236782e+02	-2.306553404530221341e-01	-2.464316762817637431e-04
2.096491689241261156e+02	-1.546655801475887160e-01	-2.878358221532334709e-04
2.128745407537285530e+02	-6.114112124441110907e-02	-2.620216824666780366e-04
2.160999125833309904e+02	4.294873760991255868e-02	-1.568201569804047557e-04
2.193252844129334278e+02	1.633196142906755410e-01	6.998793781031925528e-06
2.225506562425358652e+02	2.247703317688600211e-01	1.816987929504219521e-04
2.257760280721383026e+02	2.581721083472655054e-01	3.106480207505595394e-04
